"Read","Counts","Read Position Start","Read Position End","Read Size (rs)","Mean Read Size (mrs)","mrs/rs"
"SL2.50ch00:10917329-10919689","2894","10917329","10919689","2360","1549.65308533","1.52292149924"
"SL2.50ch00:10926668-10929216","1387","10926668","10929216","2548","1549.65308533","1.6442389746"
"SL2.50ch00:10927570-10928982","1170","10927570","10928982","1412","1549.65308533","0.911171676661"
"SL2.50ch00:10931044-10933170","962","10931044","10933170","2126","1549.65308533","1.37191996075"
"SL2.50ch00:10931687-10933075","844","10931687","10933075","1388","1549.65308533","0.895684339381"
"SL2.50ch00:10935727-10937883","558","10935727","10937883","2156","1549.65308533","1.39127913235"
"SL2.50ch00:10938577-10943962","1627","10938577","10943962","5385","1549.65308533","3.47497130228"
"SL2.50ch00:10945239-10960714","4027","10945239","10960714","15475","1549.65308533","9.98610601723"
"SL2.50ch00:10953617-10953981","102","10953617","10953981","364","1549.65308533","0.234891282085"
"SL2.50ch00:10955011-10955564","133","10955011","10955564","553","1549.65308533","0.356854063168"
"SL2.50ch00:10960146-10960643","229","10960146","10960643","497","1549.65308533","0.320716942847"
"SL2.50ch00:10963562-10964175","176","10963562","10964175","613","1549.65308533","0.395572406369"
"SL2.50ch00:10963742-10964106","146","10963742","10964106","364","1549.65308533","0.234891282085"
"SL2.50ch00:10971080-10972214","343","10971080","10972214","1134","1549.65308533","0.731776686497"
"SL2.50ch00:10984444-10986807","839","10984444","10986807","2363","1549.65308533","1.5248574164"
"SL2.50ch00:10985090-10986751","748","10985090","10986751","1661","1549.65308533","1.07185280095"
"SL2.50ch00:10990771-10995810","1563","10990771","10995810","5039","1549.65308533","3.25169552316"
"SL2.50ch00:10990802-10992391","610","10990802","10992391","1589","1549.65308533","1.0253907891"
"SL2.50ch00:10992925-10994493","373","10992925","10994493","1568","1549.65308533","1.01183936898"
"SL2.50ch00:10995147-10995695","303","10995147","10995695","548","1549.65308533","0.353627534568"
"SL2.50ch00:10998547-11000247","678","10998547","11000247","1700","1549.65308533","1.09701972403"
"SL2.50ch00:10998634-11000359","678","10998634","11000359","1725","1549.65308533","1.11315236703"
"SL2.50ch00:11004863-11006838","972","11004863","11006838","1975","1549.65308533","1.27447879703"
"SL2.50ch00:11004911-11007134","1055","11004911","11007134","2223","1549.65308533","1.43451461559"
"SL2.50ch00:11012419-11012887","131","11012419","11012887","468","1549.65308533","0.302003076967"
"SL2.50ch00:11016290-11017393","182","11016290","11017393","1103","1549.65308533","0.711772209177"
"SL2.50ch00:11028979-11029941","200","11028979","11029941","962","1549.65308533","0.620784102654"
"SL2.50ch00:11031485-11032090","120","11031485","11032090","605","1549.65308533","0.390409960609"
"SL2.50ch00:11049670-11050591","224","11049670","11050591","921","1549.65308533","0.594326568134"
"SL2.50ch00:11055017-11077585","148148","11055017","11077585","22568","1549.65308533","14.5632594893"
"SL2.50ch00:11055336-11077495","147979","11055336","11077495","22159","1549.65308533","14.2993294498"
"SL2.50ch00:11141723-11142946","413","11141723","11142946","1223","1549.65308533","0.789208895578"
"SL2.50ch00:11141791-11146360","1246","11141791","11146360","4569","1549.65308533","2.94840183475"
"SL2.50ch00:11147045-11148514","543","11147045","11148514","1469","1549.65308533","0.947954102702"
"SL2.50ch00:11147397-11148370","470","11147397","11148370","973","1549.65308533","0.627882465575"
"SL2.50ch00:11154592-11157099","514","11154592","11157099","2507","1549.65308533","1.61778144008"
"SL2.50ch00:11160641-11161016","66","11160641","11161016","375","1549.65308533","0.241989645006"
"SL2.50ch00:11182279-11182999","233","11182279","11182999","720","1549.65308533","0.464620118411"
"SL2.50ch00:11182380-11182970","233","11182380","11182970","590","1549.65308533","0.380730374809"
"SL2.50ch00:11184514-11185940","420","11184514","11185940","1426","1549.65308533","0.920205956741"
"SL2.50ch00:11184589-11186007","420","11184589","11186007","1418","1549.65308533","0.915043510981"
"SL2.50ch00:11239893-11240848","325","11239893","11240848","955","1549.65308533","0.616266962614"
"SL2.50ch00:11239935-11240870","325","11239935","11240870","935","1549.65308533","0.603360848214"
"SL2.50ch00:11242536-11243721","398","11242536","11243721","1185","1549.65308533","0.764687278218"
"SL2.50ch00:11243071-11243435","130","11243071","11243435","364","1549.65308533","0.234891282085"
"SL2.50ch00:11244921-11246560","608","11244921","11246560","1639","1549.65308533","1.0576560751"
"SL2.50ch00:11245036-11246641","597","11245036","11246641","1605","1549.65308533","1.03571568062"
"SL2.50ch00:11251474-11254488","1027","11251474","11254488","3014","1549.65308533","1.94495144013"
"SL2.50ch00:11252925-11254491","629","11252925","11254491","1566","1549.65308533","1.01054875754"
"SL2.50ch00:11256104-11258743","637","11256104","11258743","2639","1549.65308533","1.70296179512"
"SL2.50ch00:11295429-11296112","158","11295429","11296112","683","1549.65308533","0.44074380677"
"SL2.50ch00:11297140-11297876","175","11297140","11297876","736","1549.65308533","0.474945009931"
"SL2.50ch00:11301387-11302198","247","11301387","11302198","811","1549.65308533","0.523342938932"
"SL2.50ch00:11302688-11304930","441","11302688","11304930","2242","1549.65308533","1.44677542427"
"SL2.50ch00:11307746-11308433","201","11307746","11308433","687","1549.65308533","0.44332502965"
"SL2.50ch00:11310302-11313701","2079","11310302","11313701","3399","1549.65308533","2.19339414233"
"SL2.50ch00:11310930-11313689","1991","11310930","11313689","2759","1549.65308533","1.78039848152"
"SL2.50ch00:11314457-11315839","1267","11314457","11315839","1382","1549.65308533","0.891812505061"
"SL2.50ch00:11314480-11315945","1265","11314480","11315945","1465","1549.65308533","0.945372879822"
"SL2.50ch00:11317021-11318848","689","11317021","11318848","1827","1549.65308533","1.17897355047"
"SL2.50ch00:11317113-11318869","675","11317113","11318869","1756","1549.65308533","1.13315684435"
"SL2.50ch00:11321897-11325977","1162","11321897","11325977","4080","1549.65308533","2.63284733766"
"SL2.50ch00:11323617-11325874","688","11323617","11325874","2257","1549.65308533","1.45645501007"
"SL2.50ch00:11327058-11336556","2300","11327058","11336556","9498","1549.65308533","6.1291137287"
"SL2.50ch00:11337168-11343493","1769","11337168","11343493","6325","1549.65308533","4.0815586791"
"SL2.50ch00:11341758-11343010","389","11341758","11343010","1252","1549.65308533","0.807922761459"
"SL2.50ch00:11343876-11345462","360","11343876","11345462","1586","1549.65308533","1.02345487194"
"SL2.50ch00:11362944-11363871","520","11362944","11363871","927","1549.65308533","0.598198402454"
"SL2.50ch00:11362979-11363782","520","11362979","11363782","803","1549.65308533","0.518180493172"
"SL2.50ch00:11369292-11373961","1396","11369292","11373961","4669","1549.65308533","3.01293240675"
"SL2.50ch00:11369319-11369683","127","11369319","11369683","364","1549.65308533","0.234891282085"
"SL2.50ch00:11372884-11373733","398","11372884","11373733","849","1549.65308533","0.547864556293"
"SL2.50ch00:11377836-11379479","730","11377836","11379479","1643","1549.65308533","1.06023729798"
"SL2.50ch00:11378002-11379404","703","11378002","11379404","1402","1549.65308533","0.904718619461"
"SL2.50ch00:11396294-11398139","898","11396294","11398139","1845","1549.65308533","1.19058905343"
"SL2.50ch00:11396295-11398007","898","11396295","11398007","1712","1549.65308533","1.10476339267"
"SL2.50ch00:11398925-11404518","2551","11398925","11404518","5593","1549.65308533","3.60919489204"
"SL2.50ch00:11399029-11404489","2540","11399029","11404489","5460","1549.65308533","3.52336923128"
"SL2.50ch00:11411123-11412587","896","11411123","11412587","1464","1549.65308533","0.944727574102"
"SL2.50ch00:11411231-11412588","869","11411231","11412588","1357","1549.65308533","0.87567986206"
"SL2.50ch00:11443795-11444573","200","11443795","11444573","778","1549.65308533","0.502047850172"
"SL2.50ch00:11443815-11444552","199","11443815","11444552","737","1549.65308533","0.475590315651"
"SL2.50ch00:11490669-11491521","316","11490669","11491521","852","1549.65308533","0.549800473453"
"SL2.50ch00:11490713-11491534","316","11490713","11491534","821","1549.65308533","0.529795996132"
"SL2.50ch00:11492659-11494444","484","11492659","11494444","1785","1549.65308533","1.15187071023"
"SL2.50ch00:11495655-11497053","608","11495655","11497053","1398","1549.65308533","0.902137396581"
"SL2.50ch00:11495673-11497057","608","11495673","11497057","1384","1549.65308533","0.893103116501"
"SL2.50ch00:11499356-11501348","853","11499356","11501348","1992","1549.65308533","1.28544899427"
"SL2.50ch00:11500559-11501218","480","11500559","11501218","659","1549.65308533","0.42525646949"
"SL2.50ch00:11501847-11503240","578","11501847","11503240","1393","1549.65308533","0.898910867981"
"SL2.50ch00:11501878-11503235","578","11501878","11503235","1357","1549.65308533","0.87567986206"
"SL2.50ch00:11504335-11505258","506","11504335","11505258","923","1549.65308533","0.595617179574"
"SL2.50ch00:11504344-11505143","506","11504344","11505143","799","1549.65308533","0.515599270292"
"SL2.50ch00:11510011-11512517","603","11510011","11512517","2506","1549.65308533","1.61713613436"
"SL2.50ch00:11510848-11512374","482","11510848","11512374","1526","1549.65308533","0.984736528743"
"SL2.50ch00:11516726-11517650","234","11516726","11517650","924","1549.65308533","0.596262485294"
"SL2.50ch00:11516891-11517652","214","11516891","11517652","761","1549.65308533","0.491077652931"
"SL2.50ch00:11534144-11548092","8361","11534144","11548092","13948","1549.65308533","9.00072418277"
"SL2.50ch00:11535447-11545025","6817","11535447","11545025","9578","1549.65308533","6.1807381863"
"SL2.50ch00:11545532-11547869","970","11545532","11547869","2337","1549.65308533","1.50807946768"
"SL2.50ch00:11565406-11566479","232","11565406","11566479","1073","1549.65308533","0.692413037576"
"SL2.50ch00:11569964-11571143","231","11569964","11571143","1179","1549.65308533","0.760815443898"
"SL2.50ch00:11573020-11573805","158","11573020","11573805","785","1549.65308533","0.506564990212"
"SL2.50ch00:11576933-11591013","4778","11576933","11591013","14080","1549.65308533","9.08590453781"
"SL2.50ch00:11577037-11582965","2787","11577037","11582965","5928","1549.65308533","3.82537230825"
"SL2.50ch00:11587988-11588972","245","11587988","11588972","984","1549.65308533","0.634980828495"
"SL2.50ch00:11650873-11651237","140","11650873","11651237","364","1549.65308533","0.234891282085"
"SL2.50ch00:11655357-11656971","2090","11655357","11656971","1614","1549.65308533","1.0415234321"
"SL2.50ch00:11655359-11656929","2090","11655359","11656929","1570","1549.65308533","1.01312998042"
"SL2.50ch00:11658380-11659404","559","11658380","11659404","1024","1549.65308533","0.660793057295"
"SL2.50ch00:11658447-11659399","559","11658447","11659399","952","1549.65308533","0.614331045454"
"SL2.50ch00:11685673-11686943","417","11685673","11686943","1270","1549.65308533","0.819538264419"
"SL2.50ch00:11685700-11686817","417","11685700","11686817","1117","1549.65308533","0.720806489257"
"SL2.50ch00:11687544-11689658","955","11687544","11689658","2114","1549.65308533","1.36417629211"
"SL2.50ch00:11687618-11689565","950","11687618","11689565","1947","1549.65308533","1.25641023687"
"SL2.50ch00:11690380-11693474","1037","11690380","11693474","3094","1549.65308533","1.99657589773"
"SL2.50ch00:11690522-11694248","1327","11690522","11694248","3726","1549.65308533","2.40440911278"
"SL2.50ch00:11695274-11695742","182","11695274","11695742","468","1549.65308533","0.302003076967"
"SL2.50ch00:11695276-11695733","182","11695276","11695733","457","1549.65308533","0.294904714047"
"SL2.50ch00:11697579-11698449","516","11697579","11698449","870","1549.65308533","0.561415976413"
"SL2.50ch00:11697607-11698431","498","11697607","11698431","824","1549.65308533","0.531731913292"
"SL2.50ch00:11736196-11738172","1823","11736196","11738172","1976","1549.65308533","1.27512410275"
"SL2.50ch00:11736294-11738166","1823","11736294","11738166","1872","1549.65308533","1.20801230787"
"SL2.50ch00:11740279-11741152","179","11740279","11741152","873","1549.65308533","0.563351893573"
"SL2.50ch00:11773891-11775716","9610","11773891","11775716","1825","1549.65308533","1.17768293903"
"SL2.50ch00:11773930-11775744","9536","11773930","11775744","1814","1549.65308533","1.17058457611"
"SL2.50ch00:11777392-11778541","7029","11777392","11778541","1149","1549.65308533","0.741456272297"
"SL2.50ch00:11777422-11778524","7023","11777422","11778524","1102","1549.65308533","0.711126903457"
"SL2.50ch00:11780867-11786256","25026","11780867","11786256","5389","1549.65308533","3.47755252516"
"SL2.50ch00:11780940-11782127","5884","11780940","11782127","1187","1549.65308533","0.765977889658"
"SL2.50ch00:11782630-11786168","19009","11782630","11786168","3538","1549.65308533","2.28309163741"
"SL2.50ch00:11789557-11790432","301","11789557","11790432","875","1549.65308533","0.564642505013"
"SL2.50ch00:11796774-11810562","92012","11796774","11810562","13788","1549.65308533","8.89747526757"
"SL2.50ch00:11798123-11810441","91634","11798123","11810441","12318","1549.65308533","7.94887585915"
"SL2.50ch00:11811283-11817977","1306","11811283","11817977","6694","1549.65308533","4.31967648978"
"SL2.50ch00:11818480-11818844","58","11818480","11818844","364","1549.65308533","0.234891282085"
"SL2.50ch00:11818814-11820433","424","11818814","11820433","1619","1549.65308533","1.0447499607"
"SL2.50ch00:11851604-11851979","149","11851604","11851979","375","1549.65308533","0.241989645006"
"SL2.50ch00:11855458-11855833","93","11855458","11855833","375","1549.65308533","0.241989645006"
"SL2.50ch00:11857566-11868424","3098","11857566","11868424","10858","1549.65308533","7.00672950792"
"SL2.50ch00:11858692-11861776","1111","11858692","11861776","3084","1549.65308533","1.99012284053"
"SL2.50ch00:11863372-11864721","468","11863372","11864721","1349","1549.65308533","0.8705174163"
"SL2.50ch00:11865558-11866953","433","11865558","11866953","1395","1549.65308533","0.900201479421"
"SL2.50ch00:11879807-11880392","123","11879807","11880392","585","1549.65308533","0.377503846209"
"SL2.50ch00:11901041-11902147","271","11901041","11902147","1106","1549.65308533","0.713708126337"
"SL2.50ch00:11919197-11920404","229","11919197","11920404","1207","1549.65308533","0.778884004058"
"SL2.50ch00:11934769-11935987","534","11934769","11935987","1218","1549.65308533","0.785982366978"
"SL2.50ch00:11934789-11936007","534","11934789","11936007","1218","1549.65308533","0.785982366978"
"SL2.50ch00:11944467-11945834","460","11944467","11945834","1367","1549.65308533","0.882132919261"
"SL2.50ch00:11944480-11945795","455","11944480","11945795","1315","1549.65308533","0.84857702182"
"SL2.50ch00:11966673-11976948","60879","11966673","11976948","10275","1549.65308533","6.63051627315"
"SL2.50ch00:11966820-11976997","60811","11966820","11976997","10177","1549.65308533","6.56727631259"
